IDMonument,MonNumber,MonName,IDMonType,IDState,IDRegion,MonDescription,MonLength,MonWide,MonSquare,MonLayer,IDSquareType,IDSoilType,IDWaterType,IDRiverReliefType,IDLocalReliefForm,MonDateToTheFort,IDArrangementType,FerrousMetallurgy,NonferrousMetallurgy,Agriculture,IDMapNumber,IDCurrentState,Active,Location Specified,MonTatarCodeNumber,IDMonCultureBelonging,AnotherCultureLayers,MonDecimalLatitude,MonDecimalLongitude,MonLatitude,MonLongitude
927,614,"Малая Рязань VI",2,2,65,"Расположено на З берегу Брусянского оврага, на краю плато, в 2,5 км к СВ от поворота с трассы Б.Рязань-Брусяны на М.Рязань, в 3,5 км к СВ от д. Малая Рязань, в 3,5 км к СЗ от с. Брусяны, к С от отрога Брусянского оврага, с С стороны проселочной дороги, ведущей от трассы Б.Рязань-Брусяны в Брусянский овраг, к броду через р. Брусянку. Площадка памятника ограничена с СЗ лесом, с Ю – залесенным отрогом Брусянского оврага. С Ю памятник отделяется водомоиной от Малорязанского V селища, СВ и В стороны памятника открыты. Площадка памятника распахивается, она плавно понижается в направлении с СЗ на ЮВ.",220,120,26400,,3,,3,6,10,0,3,0,0,0,172,,1,1,,312,312,5.3243347221999997e+01,4.9351138888999998e+01," 53° 14' 36"""," 49° 21' 4"""
928,615,"Малая Рязань VIII",2,2,65,"Расположено на З берегу Брусянского оврага, на краю плато, к С от трассы Б. Рязань - Брусяны, в 500 м к СВ от поворота на М. Рязань, в 1,5 км к СВ от д. Малая Рязань, в 4 км к СЗ от с. Брусяны. Площадка селища ограничена с В и с СЗ лесом.",300,200,60000,,5,,3,6,10,0,3,0,0,0,172,,1,1,,313,313,5.3232816667000002e+01,4.9335819444000002e+01," 53° 13' 58"""," 49° 20' 9"""
953,616,"Междуреченское",2,2,89,"На месте Междуреченского городища, расположенного в 3 км к ЮЗ от г. Междуреченск и в 0,6 км к З от д.Образцово, на высоком коренном берегу р. Волги, на мысу, между двумя глубокими оврагами с В и З.",,,,,,,2,7,5,0,4,0,0,0,172,,1,0,,338,338,5.3247324999999996e+01,4.9090866667000000e+01," 53° 14' 50"""," 49° 5' 27"""
1016,617,"Овраг Крутец",2,2,65,"В 2,8 км к СЗ от с. Валы, в 1 км к ЮЗ от Муромского городка, на В склоне оврага Крутец. В 160 м к Ю от селища находится летняя ферма и пруд.",,,,,,,3,6,5,0,3,0,0,0,172,,1,1,,401,401,5.3335475000000002e+01,4.9354177778000000e+01," 53° 20' 8"""," 49° 21' 15"""
1104,618,"Сосновый Солонец III",2,2,65,"В 5 км к ЮЗ от с. Сосновый Солонец, в 1 км к СЗ от дороги на с. Брусяны, у отрога оврага.",,,,,,,3,6,5,0,3,0,0,0,172,,1,0,,489,489,5.3260255555999997e+01,4.9462419443999998e+01," 53° 15' 37"""," 49° 27' 45"""
1105,619,"Сосновый Солонец IX (Студененькая Водичка)",2,2,65,"В 3 км к СЗ от с. Сосновый Солонец, на Ю берегу Валовского оврага, в 100 м к В от родника Студененькая Водичка.[У В.В. Гольмстен - № 1190]",,,,,,,3,6,1,0,3,0,0,0,172,,1,0,,490,490,5.3305147222000002e+01,4.9475700000000003e+01," 53° 18' 19"""," 49° 28' 33"""
1108,620,"Сосновый Солонец X",2,2,65,"В 3 км к СЗ от с. Сосновый Солонец, на С берегу Валовского оврага, в 500 м к СВ от родника Студененькая Водичка.[У В.В. Гольмстен - № 1191]",,,,,,,3,6,1,0,3,0,0,0,172,,1,0,,493,493,5.3310344444000002e+01,4.9472963888999999e+01," 53° 18' 37"""," 49° 28' 23"""
1110,621,"Сосновый Солонец",2,2,65,"В 4 км от с. Сосновый солонец, на высоком плато, ограниченном с одной стороны Солонцовским, а с другой - Валовским оврагами, по обе стороны дороги на с. Брусяны. [У В.В. Гольмстен - № 1180]",,,,,,,3,6,1,0,3,0,0,0,172,,1,0,,495,495,5.3256036111000000e+01,4.9510633333000001e+01," 53° 15' 22"""," 49° 30' 38"""
1237,622,"Услада",3,2,65,"В 800 м к З от ж/д разъезда ""Услада"" и шоссе М5, в 700 м к ССЗ от электроподстанции, на краю заросшего лесом оврага.",,,,,,,3,6,10,0,3,0,0,0,172,,1,0,,622,622,5.3267311110999998e+01,4.9252197221999999e+01," 53° 16' 2"""," 49° 15' 8"""
631,623,"Аскулы I",2,2,65,"На Ю окраине с.Аскулы, на широком мысу между отрогами восточной ветви Аскульского оврага.",,,40000,,4,,3,6,5,0,4,0,0,0,173,,1,0,,16,16,5.3273363889000002e+01,4.9616461111000000e+01," 53° 16' 24"""," 49° 36' 59"""
667,624,"Березовый Солонец I",2,2,65,"В 0,5 км к СЗ от с. Березовый Солонец, на плато, известном как ""Мокрая поляна"", по обе стороны дороги. [У В.В. Гольмстен - № 1176; у В.И. Пестриковой - местонахождение].",,,228000,,8,,3,6,1,0,3,0,0,0,173,,1,0,,52,52,5.3252902777999999e+01,4.9547791666999998e+01," 53° 15' 10"""," 49° 32' 52"""
732,628,"Винновский Овраг",2,2,65,"В 2 км к ССВ от с. Винновка, на З пологом склоне Винновского оврага.",,,60000,,5,,3,6,2,0,2,0,0,0,173,,1,0,,117,117,5.3212952778000002e+01,4.9683061111000001e+01," 53° 12' 47"""," 49° 40' 59"""
777,629,"Ермаково I",2,2,65,"Находится в 1,5 км к З от с.Ермаково, в 100 м к Ю от дороги с. Ермаково-дачи ВАЗа.",60,30,1800,,2,,3,6,10,0,2,0,0,0,173,,1,0,,162,162,5.3169780555999999e+01,4.9596841667000000e+01," 53° 10' 11"""," 49° 35' 49"""
778,630,"Ермаково I",3,2,65,"В 1,5 км к СВ от с. Ермаково, на всхолмлении обрывистого берега р.Волги.",,,,,,,2,1,1,0,2,0,0,0,173,,1,0,,163,163,5.3171886110999999e+01,4.9641624999999998e+01," 53° 10' 19"""," 49° 38' 30"""
779,631,"Ермаково II",2,2,65,"В 100 м к В от Ермаковского I селища, в 150 м к Ю от дороги с. Ермаково - Кармалы, на узком мысу между оврагами.",100,30,3000,30,2,,3,6,10,0,2,0,0,0,173,,1,0,,164,164,5.3170680556000001e+01,4.9603366667000003e+01," 53° 10' 14"""," 49° 36' 12"""
809,632,"Каменная Коза",1,2,65,"В 1,5 км к Ю от с. Осиновка, в 2,5 км к З от д. Винновка, на мысу овальной формы, с В и З ограниченном оврагами, а с Ю круто обрывающемся к Волге.",140,90,12600,,3,,2,7,5,0,2,0,0,0,173,,1,0,,194,194,5.3178811111000002e+01,4.9669525000000000e+01," 53° 10' 44"""," 49° 40' 10"""
831,633,"Кармалинское",1,2,65,"В 1,5 км к ЮЗ от с. Кармалы, на небольшой возвышенности, заключенной между двумя глубокими отрогами оврага.",,,20000,53,3,,3,6,5,0,2,0,0,0,173,,1,1,,216,216,5.3201200000000000e+01,4.9501669444000001e+01," 53° 12' 4"""," 49° 30' 6"""
834,634,"Кармалинское",2,2,65,"В 100 м от Ю окраины с. Кармалы.",,,,40,,,3,6,11,1,2,0,0,0,173,,1,0,,219,219,5.3199330556000000e+01,4.9509286111000002e+01," 53° 11' 58"""," 49° 30' 33"""
992,635,"Новинки I",2,2,50,"На В окраине с. Новинки, на краю первой надпойменной террасы Волги, на С берегу Шелехметского озера. Селище прорезано балкой, протянувшейся с С на Ю, и располагается в т.ч. на склонах балки.",470,70,32900,50,4,,5,3,3,0,3,0,0,0,173,,1,1,,377,377,5.3250925000000002e+01,4.9928236110999997e+01," 53° 15' 3"""," 49° 55' 42"""
993,636,"Новинки II",2,2,50,"В 2 км к ВСВ от с. Новинки и в 3,3 км к СЗ от птицефабрики с. Рождествено. Занимает край надпойменной террасы и мыс, выступающий над поймой.",960,210,201600,40,8,,5,3,3,0,3,0,0,0,173,,1,1,,378,378,5.3250252777999997e+01,4.9960969444000000e+01," 53° 15' 1"""," 49° 57' 39"""
994,637,"Новинки IIIа",2,2,50,"В 3,2 км к ВСВ от с. Новинки и в 2,7 к ЗСЗ от птицефабрики с. Рождествено, в 300 м к Ю от шоссе Рождествено - Новинки, на вытянутом с З на В мысу первой надпойменной террасы, образованном краем террасы и оврагом.",450,120,54000,50,5,,3,3,8,0,3,0,0,0,173,,1,1,,379,379,5.3246638889000003e+01,4.9968083333000003e+01," 53° 14' 48"""," 49° 58' 5"""
995,638,"Новинки IX",2,2,50,"В 1,75 км к ВСВ от с. Новинки, на краю первой надпойменной террасы, к Ю от шоссе.",170,70,11900,60,3,,5,3,3,0,3,0,0,0,173,,1,1,,380,380,5.3251372222000001e+01,4.9955794443999999e+01," 53° 15' 5"""," 49° 57' 21"""
996,639,"Новинки V",2,2,50,"В 1,5 км к ВСВ от с. Новинки, на краю первой надпойменной террасы, к Ю от шоссе Рождествено - Новинки. [Восточная часть селища в работах Д.А. Сташенкова фигурирует как Новинковское селище I, его площадка отделена от селища V коротким глубоким оврагом.]",300,50,15000,40,3,,5,3,3,0,3,1,1,1,173,,1,1,,381,381,5.3252322221999997e+01,4.9948044443999997e+01," 53° 15' 8"""," 49° 56' 53"""
997,640,"Новинки XIII",2,2,50,"В 0,5 км к ЮЗ от с. Новинки и в 1,2 км к ЮВ от с. Шелехметь, на С берегу Шелехметского озера, в 300 м к Ю от шоссе Новинки - Шелехметь.",100,60,6000,100,2,,5,3,3,0,2,0,0,0,173,,1,1,,382,382,5.3240586110999999e+01,4.9899011111000000e+01," 53° 14' 26"""," 49° 53' 56"""
998,641,"Новинки Х",2,2,50,"В глубине превой надпойменной террасы, на берегу старичного озера, в 1,25 км к CD от В края с. Новинки и в 1,25 км к Ю от Ю края с. Торновое. В 180 м к С от шоссе Рождествено - Новинки.",350,180,63000,80,5,,5,4,4,0,3,0,0,0,173,,1,0,,383,383,5.3261658333000000e+01,4.9938905556000002e+01," 53° 15' 42"""," 49° 56' 20"""
1013,642,"Новый Путь II",2,2,65,"В 0,6 км к ЮВ от п. Новый Путь, на краю верхней террасы р. Волги.",200,40,8000,,2,,5,5,3,0,3,0,0,0,173,,1,0,,398,398,5.3143797222000003e+01,4.9513977777999997e+01," 53° 8' 38"""," 49° 30' 50"""
1014,643,"Новый Путь III",2,2,65,"На месте пос. Новый Путь.",,,,,,,5,5,1,0,3,0,0,0,173,,1,0,,399,399,5.3146572222000003e+01,4.9505352778000002e+01," 53° 8' 48"""," 49° 30' 19"""
1015,644,"Новый Путь IV",2,2,65,"В 200 м к ЗСЗ от пос. Новый Путь",,,,,,,5,1,1,0,3,0,0,0,173,,1,0,,400,400,5.3148674999999997e+01,4.9502800000000001e+01," 53° 8' 55"""," 49° 30' 10"""
1017,645,"Осиновка I",2,2,65,"Находится в 2 км к СВ от церкви с.Осиновка, по обе стороны дороги Березовый Солонец-Осиновка, у восточной ветви Аскульского оврага.",,,9000,30,2,,3,6,1,0,2,0,0,0,173,,1,0,,402,402,5.3219786110999998e+01,4.9617536111000000e+01," 53° 13' 11"""," 49° 37' 3"""
1018,646,"Осиновка III",2,2,65,"Находится в 0,4 км к З от церкви с.Осиновка, юго-западнее шоссе Жигулевск-Ермаково, на правом склоне Осиновского оврага.",,,210000,,8,,3,6,1,0,2,0,0,0,173,,1,0,,403,403,5.3190741666999998e+01,4.9625258332999998e+01," 53° 11' 27"""," 49° 37' 31"""
1019,647,"Осиновка III",3,2,65,"В 800 м к ЮЮЗ от церкви с. Осиновка.",,,,,,,3,6,1,0,2,0,0,0,173,,1,0,,404,404,5.3185961110999997e+01,4.9633724999999998e+01," 53° 11' 9"""," 49° 38' 1"""
1020,648,"Осиновка IV",2,2,65,"Находится в 0,75 км к ЮЗ от церкви с.Осиновка, на пологом мысу правого берега Осиновского оврага.",,,135000,,8,,3,6,5,0,2,0,0,0,173,,1,0,,405,405,5.3185186111000000e+01,4.9629294444000003e+01," 53° 11' 7"""," 49° 37' 45"""
1028,649,"Ош-Пандо-Нерь",1,2,50,"В 1,25 км к ЗСЗ от с. Шелехметь, в 0,75 км к С от Шелехметского озера, в устье Холодного оврага, на южном отроге Жигулевских гор.",500,100,50000,,4,,5,5,8,0,2,0,0,0,173,,1,1,,413,413,5.3245455556000003e+01,4.9838583333000003e+01," 53° 14' 44"""," 49° 50' 19"""
1029,650,"Ош-Пандо-Нерь I/II",2,2,50,"В 0,7 км к З от с. Шелехметь, у подножия горы Ош-Пандо-Нерь, в устье Холодного оврага. Селище занимает всю долину Холодного оврага, огибает подножие горы Ош-Пандо-Нерь и продолжается вдоль Ю склона Жигулевских гор.",800,180,144000,80,8,,5,4,11,1,2,1,1,1,173,,1,1,,414,414,5.3243319444000001e+01,4.9832380555999997e+01," 53° 14' 36"""," 49° 49' 57"""
1030,651,"Ош-Пандо-Нерь III",2,2,50,"В 250 м к ЗСЗ от края с. Шелехметь, на берегу заболоченного старичного озера.",400,125,50000,33,4,,5,4,4,0,2,0,0,0,173,,1,1,,415,415,5.3244744443999998e+01,4.9849449999999997e+01," 53° 14' 41"""," 49° 50' 58"""
1098,652,"Солонцовский Овраг",2,2,65,"В 1 км к ЮЗ от с. Сосновый Солонец, на правом берегу Солонцовского оврага, напротив кирпичных сараев. [У В.В. Гольмстен - № 1179].",,,,,,,3,6,1,0,3,1,0,0,173,,1,0,,483,483,5.3266775000000003e+01,4.9509380556000004e+01," 53° 16' 0"""," 49° 30' 34"""
1103,653,"Сосновый Солонец I",2,2,65,"В 4 км к СЗ от с. Сосновый Солонец, в 1,5 км к С от родника Студененькая Водичка, на З склоне Жареного бугра. [У В.В. Гольмстен - № 1192]. (В 1,5 км к З от современной С окраины с. Сосновый Солонец, в 250 м к Ю от родника Александровский колодец).[По В.И. Пестриковой - только болгарская керамика].",,,,,,,3,6,2,0,3,0,0,0,173,,1,0,,488,488,5.3303536111000000e+01,4.9504411111000003e+01," 53° 18' 13"""," 49° 30' 16"""
1106,654,"Сосновый Солонец VII",2,2,65,"В 3,5 км к С от с. Сосновый Солонец, на плато, между двумы параллельными отрогами оврага, вытянутыми в направлении СЗ-ЮВ. [У В.В. Гольмстен - № 1174].",,,,,,,3,6,5,0,3,0,0,0,173,,1,0,,491,491,5.3324352777999998e+01,4.9547474999999999e+01," 53° 19' 28"""," 49° 32' 51"""
1107,655,"Сосновый Солонец VIII",2,2,65,"В 1,5 км к ССВ от с. Сосновый Солонец, на пашне, ограниченной с С Аскульским оврагом и его отрогом, по правую сторону от дороги на с. Бахилово. [У В.В. Гольмстен - №1173].",,,,,,,3,6,5,0,3,0,0,0,173,,1,0,,492,492,5.3301738888999999e+01,4.9552538888999997e+01," 53° 18' 6"""," 49° 33' 9"""
1109,656,"Сосновый Солонец XII",2,2,65,"В 2 км к С от с. Сосновый Солонец, около дороги на Александровку, на высоком плато между верховьем Валовского оврага и отрогами Аскульского. [У В.В. Гольмстен - № 1183].",,,,,,,3,6,1,0,3,0,0,0,173,,1,0,,494,494,5.3322713888999999e+01,4.9494172222000003e+01," 53° 19' 22"""," 49° 29' 39"""
1239,657,"Хананов Овраг",2,2,65,"В 0,5 км к Ю от хутора Воейкова, на В берегу Хананова оврага (отрог Солонцовского оврага) [У В.В. Гольмстен - № 1177].",,,,,,,3,6,1,0,3,0,0,0,173,,1,0,,624,624,5.3268280556000001e+01,4.9537905555999998e+01," 53° 16' 6"""," 49° 32' 16"""
1244,658,"Хутор Войков",2,2,65,"В 400 м к В от В окраины с. Сосновый Солонец, (в 1 км к ЮВ от с. Сосновый Солонец, к В от Хутора Воейкова), ограничено с Ю отрогами оврага, ""образующими границы городища (№921)"". [У В.В. Гольмстен - № 1175, только болгарская керамика].",500,250,125000,,8,,3,6,5,0,3,0,0,0,173,,1,1,,629,629,5.3277272222000001e+01,4.9556483333000003e+01," 53° 16' 38"""," 49° 33' 23"""
1245,659,"Хутор Войков",3,2,65,"В 1,5 км к В от с. Сосновый Солонец.",,,,,,,3,6,1,0,3,0,0,0,173,,1,0,,630,630,5.3282511110999998e+01,4.9552902778000004e+01," 53° 16' 57"""," 49° 33' 10"""
1265,660,"Шелехметь II",2,2,50,"На В окраине с. Шелехметь, на краю первой надпойменной террасы.",470,90,42300,50,4,,5,3,3,0,2,0,0,0,173,,1,1,,650,650,5.3241880555999998e+01,4.9878594444000001e+01," 53° 14' 31"""," 49° 52' 43"""
1266,661,"Шелехметь III",2,2,50,"На З окраине с. Шелехметь, на краю надпойменной террасы, у Шелехметского озера.",600,90,54000,40,5,,5,3,3,0,2,0,0,0,173,,1,1,,651,651,5.3243166666999997e+01,4.9853361110999998e+01," 53° 14' 35"""," 49° 51' 12"""
1267,662,"Шелехметь IV",2,2,50,"В 300 м к ССВ от кладбища с. Шелехметь, в глубине первой надпойменной террасы, на северном берегу старичного озера.",670,50,33500,75,4,,5,4,4,0,2,0,0,0,173,,1,1,,652,652,5.3251402777999999e+01,4.9871280556000002e+01," 53° 15' 5"""," 49° 52' 17"""
1268,663,"Шелехметь VI",2,2,50,"В 420 м к СВ от кладбища с. Шелехметь, в глубине надпойменной террасы, на Ю берегу старичного озера, напротив Шелехметского IV селища.",240,55,13200,50,3,,5,4,4,0,2,0,0,0,173,,1,1,,653,653,5.3251375000000003e+01,4.9876647222000003e+01," 53° 15' 5"""," 49° 52' 36"""
1269,664,"Шелехметь VII",2,2,50,"В 1,7 км к ЮЮЗ от с. Шелехметь, на краю надпойменной террасы, на мысу, образованном оврагом и краем террасы.",100,70,7000,45,2,,5,3,8,0,2,0,0,0,173,,1,1,,654,654,5.3233494444000002e+01,4.9833886110999998e+01," 53° 14' 1"""," 49° 50' 2"""
746,665,"Выползово I",2,2,50,"В 1 км к ЮЮЗ от с. Выползово, на Ю окраине выползовского соснового бора и пионерлагеря ""Спутник"", к В от шоссе, на краю первой надпойменной террасы.",450,200,90000,58,6,,5,3,3,0,3,0,0,0,174,,1,1,,131,131,5.3274988888999999e+01,5.0105441667000001e+01," 53° 16' 30"""," 50° 6' 20"""
747,666,"Выползово II",2,2,50,"Между селами Подгоры и Выползово, на краю первой надпойменной террасы, на мысу между краем террасы и оврагом, на Ю стороне оврага.",100,90,9000,40,2,,5,3,8,0,3,0,0,0,174,,1,1,,132,132,5.3306233333000002e+01,5.0112030556000001e+01," 53° 18' 22"""," 50° 6' 43"""
827,667,"Карлинское",2,2,50,"На С окраине с. Рождествено, на мысу первой надпойменной террасы, ограниченном оврагом и протокой Воложкой.",200,70,14000,80,3,,5,3,8,0,3,0,1,1,174,,1,1,,212,212,5.3245527778000003e+01,5.0076769444000000e+01," 53° 14' 44"""," 50° 4' 36"""
951,668,"Манчиха",1,2,50,"В 400 м к З от с. Подгоры, на горе Манчиха, у подножия которой расположено Подгорское лесничество.",180,130,23400,45,3,,5,5,5,0,2,0,0,0,174,,1,1,,336,336,5.3326597221999997e+01,5.0102513889000001e+01," 53° 19' 36"""," 50° 6' 9"""
1053,669,"Рождествено III",2,2,50,"В 1,5 к З от птицефабрики с. Рождествено, к Ю от шоссе, на краю первой надпойменной террасы, на С стороне ложбины. Занимает пологий склон ложбины и прилегающий к нему с С ровный участок террасы.",280,200,56000,30,5,,5,3,3,0,3,0,0,0,174,,1,1,,438,438,5.3243908333000000e+01,4.9997741667000000e+01," 53° 14' 38"""," 49° 59' 52"""
1206,670,"Торновое I",2,2,50,"В 4 км к CВ от с. Торновое, на С берегу заболоченного старичного озера.",700,210,147000,70,8,,5,4,4,0,2,1,0,0,174,,1,1,,591,591,5.3277805555999997e+01,5.0015588889000000e+01," 53° 16' 40"""," 50° 0' 56"""
1207,671,"Торновое II",1,2,50,"В 4 км к СВ от с. Торновое, к С от селища Торновое I.",55,50,2750,35,2,,5,5,8,0,2,0,0,0,174,,1,1,,592,592,5.3281191667000002e+01,5.0007605556000001e+01," 53° 16' 52"""," 50° 0' 27"""
1208,672,"Торновое II",2,2,50,"В 2,5 км к ВСВ от с. Торновое, по З сторону от грутновой дороги от с. Рождествено к Жигулевским горам. 
[У Дубмана-Мышкина - III Торновское селище].",300,120,36000,50,4,,5,4,4,0,2,0,0,0,174,,1,1,,593,593,5.3276224999999997e+01,4.9999211111000001e+01," 53° 16' 34"""," 49° 59' 57"""
1235,673,"Усинское I",2,2,50,"За С окраиной п. Карлинский, на краю первой надпойменной террасы.",300,70,21000,45,3,,5,3,3,0,3,0,0,0,174,,1,1,,620,620,5.3250774999999997e+01,5.0082738888999998e+01," 53° 15' 3"""," 50° 4' 58"""
1236,674,"Усинское III",2,2,50,"В 180 м к С от п. Усинский, на краю надпойменной террасы.",125,100,12500,30,3,,5,3,8,0,3,0,0,0,174,,1,1,,621,621,5.3258966667000003e+01,5.0086516666999998e+01," 53° 15' 32"""," 50° 5' 11"""
1047,675,"Поселок у проезда на с. Подиваново",2,3,37,"На СВ окраине Болгарского городища, на правом берегу Малого Иерусалимского оврага, зафиксировано раскопом XXII 1967 г.",125,75,9375,40,2,,5,1,1,0,2,0,0,0,150,,1,0,,432,432,5.4987352778000002e+01,4.9072080556000003e+01," 54° 59' 14"""," 49° 4' 19"""
1046,676,"Поселение в Заречье",2,3,37,"На СВ окраине пригорода Болгарского городища, зафиксировано раскопом 36 1953 г. Затоплено.",,,,,,,5,4,11,0,2,0,0,0,150,,1,0,,431,431,5.4990283333000001e+01,4.9062241667000002e+01," 54° 59' 25"""," 49° 3' 44"""
947,677,"Малый Иерусалимский овраг I",2,3,37,"На СВ окраине Болгарского городища, на правом берегу Малого Иерусалимского оврага (в настоящее время - смыто).",120,100,12000,55,3,,5,5,1,0,2,0,0,0,150,,1,0,,332,332,5.4988888889000002e+01,4.9069775000000000e+01," 54° 59' 20"""," 49° 4' 11"""
948,678,"Малый Иерусалимский овраг II",2,3,37,"На верхней террасе правого берега Малого Иерусалимского оврага, на СВ окраине Болгарского городища.",,,,,,,5,5,1,0,2,0,0,0,150,,1,0,,333,333,5.4988061111000000e+01,4.9069966667000003e+01," 54° 59' 17"""," 49° 4' 12"""
1294,679,"Арбужское",1,4,91,"Расположено на правом берегу р. Волги, на очень высоком мысу (отроге т.н. Сенгилеевских гор), образованном долиной р. Волги и р. Арбугой, в 2 км к ВСВ от с. Криуши, в устье р. Арбуги, при впадении ее в р. Тушенку (ныне - Криушский затон).",,,,,2,,2,7,8,0,4,0,0,0,,3,1,1,,675,675,5.4113766667000000e+01,4.8572533333000003e+01," 54° 6' 50"""," 48° 34' 21"""
1295,680,"Панская Слобода IV",2,4,91,,,,,,,,3,6,2,0,4,0,0,0,,,1,0,,676,676,5.4110536111000002e+01,4.8470380556000002e+01," 54° 6' 38"""," 48° 28' 13"""
1297,682,"Большие Ключищи IV",2,4,83,,,,,,,,2,3,3,0,3,0,0,0,,,1,0,,678,678,5.4164466666999999e+01,4.8232041666999997e+01," 54° 9' 52"""," 48° 13' 55"""
1299,683,"Луговое VII",2,4,83,,,,,,,,2,3,3,0,3,0,0,0,,,1,0,,679,679,5.4203716667000002e+01,4.8228205555999999e+01," 54° 12' 13"""," 48° 13' 42"""
1300,684,"Анненково I",2,4,83,"В 1,5 км к ЮЗ от с. Анненково, на левом берегу р. Грязнухи.",,,,,,,2,3,7,0,3,0,0,0,,,1,0,,680,680,5.4213177778000002e+01,4.8169666667000001e+01," 54° 12' 47"""," 48° 10' 11"""
1301,685,"Анненково II",2,4,83,"В 2 км к ЮЗ от с. Анненково, на левом берегу р. Грязнухи.",,,,,,,,,,0,,0,0,0,,,1,0,,681,681,5.4209524999999999e+01,4.8163697222000003e+01," 54° 12' 34"""," 48° 9' 49"""
1302,686,"Анненково III",2,4,80,"В 2,5 км к ЮЗ от с. Анненково, на левом берегу р. Грязнухи.",,,,,,,,,,0,,0,0,0,,,1,0,,682,682,5.4208211110999997e+01,4.8156488889000002e+01," 54° 12' 30"""," 48° 9' 23"""
1303,687,"Анненково IV",2,4,83,"В 0,6 км к ВЮВ от с. Анненково, на правом берегу р. Грязнухи, на краю полого спускающегося к реке берега, напротив брода через реку.",,,,,,,2,3,3,0,3,0,0,0,,,1,0,,683,683,5.4224072221999997e+01,4.8207408332999997e+01," 54° 13' 27"""," 48° 12' 27"""
1304,688,"Белый Ключ IV",2,4,83,,,,,,,,2,,,0,,0,0,0,,,1,0,,684,684,5.4245211111000003e+01,4.8296322222000001e+01," 54° 14' 43"""," 48° 17' 47"""
1305,689,"Ульяновск III",2,4,83,,,,,,,,,,,0,,0,0,0,,,1,0,,685,685,5.4323336111000003e+01,4.8406286111000000e+01," 54° 19' 24"""," 48° 24' 23"""
1306,690,"Северный Венец",2,4,83,,,,,,,,,,,0,,0,0,0,,,1,0,,686,686,5.4343377777999997e+01,4.8399111111000003e+01," 54° 20' 36"""," 48° 23' 57"""
1307,691,"Ипподром",2,4,83,,,,,,,,,,,0,,0,0,0,,,1,0,,687,687,5.4360702777999997e+01,4.8374008332999999e+01," 54° 21' 39"""," 48° 22' 26"""
1311,696,"Поливно II",2,4,80,,,,,,,,,,,0,,0,0,0,,,1,0,,691,691,5.4415188889000000e+01,4.8347255556000000e+01," 54° 24' 55"""," 48° 20' 50"""
1312,697,"Круглая Поляна",1,4,80,,,,,,,,,,,0,,0,0,0,,,1,1,,692,692,5.4456836111000001e+01,4.8354436110999998e+01," 54° 27' 25"""," 48° 21' 16"""
1313,698,"Сланцевый Рудник II",1,4,80,,,,,,,,,,,0,,0,0,0,,,1,1,,693,693,5.4453641666999999e+01,4.8355036110999997e+01," 54° 27' 13"""," 48° 21' 18"""
1314,699,"Сланцевый Рудник I",2,4,80,,,,,,,,,,,0,,0,0,0,,,1,1,,694,694,5.4452805556000001e+01,4.8351527777999998e+01," 54° 27' 10"""," 48° 21' 6"""
1315,700,"Круглая Поляна I",2,4,80,,,,,,,,,,,0,,0,0,0,,,1,1,,695,695,5.4459119444000002e+01,4.8347086111000003e+01," 54° 27' 33"""," 48° 20' 50"""
1316,701,"Сланцевый Рудник II",2,4,80,,,,,,,,,,,0,,0,0,0,,,1,1,,696,696,5.4459658333000000e+01,4.8343483333000002e+01," 54° 27' 35"""," 48° 20' 37"""
1400,702,"Новая Беденьга II",2,4,80,,,,,,,,,,,0,,0,0,0,,,1,1,,778,778,5.4486611111000002e+01,4.8382283332999997e+01," 54° 29' 12"""," 48° 22' 56"""
1317,703,"Комаровское I",1,4,80,,,,,,,,,,,0,,0,0,0,,,1,0,,697,697,5.4577458333000003e+01,4.8305461111000000e+01," 54° 34' 39"""," 48° 18' 20"""
1318,704,"Комаровское II",1,4,80,,,,,,,,,,,0,,0,0,0,,,1,1,,698,698,5.4577819443999999e+01,4.8294933333000003e+01," 54° 34' 40"""," 48° 17' 42"""
1319,705,"Комаровское I",2,4,80,,,,,,,,,,,0,,0,0,0,,,1,1,,699,699,5.4592005555999997e+01,4.8321486110999999e+01," 54° 35' 31"""," 48° 19' 17"""
1320,706,"Дворики I",2,4,80,,,,,,,,,,,0,,0,0,0,,,1,1,,744,744,5.4577283332999997e+01,4.8293183333000002e+01," 54° 34' 38"""," 48° 17' 35"""
1321,707,"Комаровский",5,4,80,,,,,,,,,,,0,,0,0,0,,,1,0,,745,745,5.4579702777999998e+01,4.8297502778000002e+01," 54° 34' 47"""," 48° 17' 51"""
1322,708,"Криушинское",3,4,80,,,,,,,,,,,0,,0,0,0,,,1,0,,746,746,5.4110547222000001e+01,4.8561502777999998e+01," 54° 6' 38"""," 48° 33' 41"""
1324,710,"Покровская стоянка III",2,3,3,"В 0,1-0,15 км к северу от западного края села Покровка на пологом низком мысу (Энеолит, Именьковская)",,,8000,,2,,,,,0,,0,0,0,,,1,0,,715,715,5.4708844444000000e+01,5.0833708332999997e+01," 54° 42' 32"""," 50° 50' 1"""
1325,711,"Балынгузское IV",2,3,5,"В 3 км к СЗ от с. Билярск. На юго-восточном пологом выступе Балынгузского мыса. Золотоордынский и именьковский слои.",,,20000,,,,,,,0,,0,0,0,,,1,0,524,716,716,5.5007550000000002e+01,5.0371886111000002e+01," 55° 0' 27"""," 50° 22' 19"""
