Название,Описание,Эпоха,Culture,Вторая культура,Type,Y,X,id
Коминтерновское поселение,"Коминтерн, (новое название «Татарстан»), деревня Октябрьского района, правый берег р. Б. Черемшан. В 1,8 км к юго-юго-востоку от деревни на мысу надлуговой террасы, образованной двумя оврагами, на площади 100Х20 м ТАЭ в 1965 г. собрана срубная керамика и отмечен культурный слой толщиной 15—20 см.",5,43,,2,50.607508,54.569169,630
Краснобаранское поселение,"Красный Баран, село. В 200 м к северу от села на надлуговой террасе на площади 20Х30 м ТАЭ в 1962 г. собрана срубная керамика.",5,43,,2,50.205992,55.028647,631
Краснокустарское местонахождение II,"Красный Кустарь, деревня. В 1,8 км к западу-юго-западу от деревни на высоком распаханном мысу правого берега ТАЭ в 1964 г. на площади 30Х20 м собрана лепная толстостенная керамика без орнамента, но с примесью дресвы в тесте.",5,43,,3,50.389189,54.886769,632
Краснокустарское поселение,"Красный Кустарь, деревня. В 3,5 км к северо-северо-востоку от деревни Сельцо Кульбаево-Мараса и в 0,5 км к северо-востоку от устья ручья Донгуз на мысу надлуговой террасы ТАЭ в 1964 г. на площади 100Х30 м собрана лепная толстостенная керамика без орнамента, с грубой штриховой зачисткой поверхности и примесью дресвы в тесте.",5,43,,2,50.334231,54.876528,633
Крещелтанская стоянка,"Крещеный Елтан, село. В 1 км к юго-западу от села на краю надлуговой террасы экспедицией ГМТР в 1962 году на площади 100Х30 м собрана срубная керамика.",5,43,,2,50.643725,55.083525,634
Кривоозёрское поселение I,"Кривое Озеро, село. В 1 км к югу от села на мысу надлуговой террасы ТАЭ в 1965 г. собрана срубная керамика.",5,43,,2,50.533853,54.510919,635
Кривоозёрское поселение II,"Кривое Озеро, село. В 0,5 км к северу от села на северном берегу озера в 1965 г. ТАЭ на площади 350Х300 м собрана срубная керамика. В шурфе выявлен культурный слой: тёмно-серая супесь толщиной 30—35 см.",5,43,,2,50.522439,54.536422,636
Кривоозёрское селище,"Кривое Озеро, село Октябрьского района, левый берег р. Б. Черемшан. На северном берегу озера «Кривое» напротив села ТАЭ в 1965 г. выявлено поселение площадью 150000 (350Х300) кв. м со слоем в 32 см. Имеется и срубная керамика.",5,43,,2,50.5372,54.530292,637
Кульбаево-Марасинская курганная группа,"Сельцо Кульбаево-Мараса, деревня .В 1,8 км к югу от южного конца и в 100 м к западу от просёлочной дороги, ведущей из деревни Кульбаево-Мараса в деревню Нариман, ТАЭ в 1964 г. обнаружено 3 кургана. Курган № 1 имел диаметр 35—40 м и высоту 1,8 м. Курган № 2 расположен в 150 м к западу от первого и имел высоту 1,8 м при диаметре 55—60 м. В 100 м к северо-западу от кургана № 2 отмечен третий курган диаметром 45—50 м и высотой 1,1 м. О наличии курганов около деревни есть сведения в источниках XIX в.",5,43,,5,50.290619,54.813767,638
Кульбаево-Марасинский курган Ia,"Кульбаево-Мараса, село. В 2 км к востоку от южного конца села ТАЭ в 1964 г. обнаружен курган диаметром 30—35 м и высотой 2,6 м.",5,43,,5,50.320961,54.827192,639
Кульбаево-Марасинское местонахождение II,"Сельцо Кульбаево-Мараса, деревня. В 0,3 км к югу от поселения I на краю надлуговой террасы ТАЭ в 1964 г. собрана лепная неорнаментированная керамика с примесью дресвы в тесте.",5,43,,3,50.289311,54.826044,640
Кульбаево-Марасинское поселение I,"Сельцо Кульбаево-Мараса, деревня. В 1,2 км к северу от северо-западного конца деревни на южном склоне мыса надлуговой террасы на площади 120Х50 м ТАЭ в 1964 г. собрана лепная керамика без орнамента с примесью мелкой дресвы в тесте.",5,43,,2,50.282336,54.857639,641
Кульбаево-Марасинское поселение II,"Сельцо Кульбаево-Мараса, деревня. В 0,3 км к северу от поселения I и в 0,6 км к югу от устья р. Донгуз (правый приток р. Мараса) на площади 100Х50 м ТАЭ в 1964 г. собрана лепная керамика с примесью дресвы в тесте и резной орнаментацией.",5,43,,2,50.273411,54.863764,642
Кульбаево-Марасинское поселение III,"Сельцо Кульбаево-Мараса, деревня Октябрьского района, правый берег р. Мараса. На северо-западном краю деревни ТАЭ в 1964 г. на площади 150Х20 м собрана лепная толстостенная керамика с гребенчатым орнаментом и примесью дресвы в тесте. В обрыве на протяжении 70 м отмечен культурный слой толщиной 30—35 см.",5,43,,2,50.2971,54.846569,643
Курманаевское селище III,"Курманаево, село. В 0,7—0,8-км к юго-востоку от села на краю надлуговой террасы ТАЭ 1965 г. на площади 160Х70 м собрана срубная керамика.",5,43,,2,50.902131,54.545222,644
Курнали-Амзинское местонахождение I,"Курнали-Амзя, деревня. В 0,9 км к северу от деревни на левом берегу Курналинского оврага, на пашне ТАЭ в 1964 г. на площади 30Х30 м собрана лепная толстостенная керамика без орнамента с примесью дресвы в тесте.",5,43,,3,50.378325,54.874356,645
Курнали-Амзинское поселение I,"Курнали-Амзя, деревня. В 2 км к северо-востоку от деревни на правом берегу суходола левого притока речки Курналейка ТАЭ в 1964 г. на вспаханной площади 120Х30 м собрана лепная неорнаментированная керамика со штриховой зачисткой внутренней поверхности и примесью мелкой дресвы в тесте.",5,43,,2,50.403372,54.884636,646
Курнали-Амзинское поселение II,"Курнали-Амзя, деревня. В 1,7 км к северо-востоку от деревни на мысу левого берега Курналинского оврага ТАЭ в 1964 г. на площади 120Х40 м собрана лепная керамика, толстостенная без орнамента с примесью дресвы в тетсте. В шурфе зафиксирован культурный слой в 25—30 см.",5,43,,2,50.403631,54.889078,647
Курнали-Амзинское поселение III,"Курнали-Амзя, деревня Октябрьского района, правый берег реки Мараса. В 0,8 км к югу от деревни на мысу левого берега Курналинского оврага ТАЭ в 1964 г. на площади 100Х20—25 метров собрана лепная керамика без орнамента с примесью дресвы в тесте. В обнажении прослежен слой толщиной 20—25 см.",5,43,,2,50.375392,54.853222,648
Курнали-Амзинское селище II,"Курнали-Амзя, деревня. В 3 км к северо-северо-востоку от деревни в верховьях оврага «Курналийский» ТАЭ в 1964 г. выявила селище (300Х200 м) со слоем в 35 см, где наряду с преобладающей булгарской керамикой обнаружена и срубная.",5,43,,2,50.410239,54.885081,649
Малочулпановское местонахождение,"Малое Чулпаново, деревня. В центре деревни, на огородах ТАЭ в 1965 г. на площади 30Х40 м собрана срубная керамика.",5,43,,3,50.407967,54.490039,650
Малочулпановское поселение,"Малое Чулпаново, деревня Октябрьского района, левый берег р. Б. Черемшан. В 0,5 км к западу-юго-западу от юго-западного конца деревни на краю надлуговой террасы в 1965 г. ТАЭ на площади 100Х60 м собрана лепная срубная керамика. Выявлен культурный слой толщиной 30 см.",5,43,,2,50.388189,54.501989,651
Марасинская курганная группа II,"Мараса, село. В 2,5 км к юго-востоку от села, на развилке дорог из села Кульбаево-Мараса в село Алпарово и Мараса ТАЭ в 1964 г. обнаружено 2 кургана. Курган № 1 имел диаметр 35—40 м и высоту 1,2 м. Курган № 2, расположенный в 40 м к северо-западу от первого, имел диаметр 25— 30 м при высоте 0,7 м.",5,43,,5,50.282467,54.846592,652
Марасинское местонахождение I,"Мараса, село. В 0,9 км к востоку от села на правом высоком краю надлуговой террасы ТАЭ в 1964 г. на площади 30Х30 м собрана лепная толстостенная керамика без орнамента, с примесью дресвы в тесте.",5,43,,3,50.253847,54.877939,653
Марасинское местонахождение II,"Мараса, село, левый берег р. М. Черемшан. В 1,5 км к северу от села на северо-восточной оконечности мыса надлуговой террасы ТАЭ в 1964 г. на вспаханной площади 30Х30 м собрана лепная толстостенная керамика без орнамента, срубой штриховой зачисткой поверхности и примесью дресвы в тесте.",5,43,,3,50.224239,54.899822,654
Марасинское поселение I,"Мараса, село. В 0,8 км к северо-западу от села на высоком мысу надлуговой террасы левого берега р. М. Черемшан ТАЭ в 1964 г. на площади 150Х80 кв. м собрана срубная керамика.",5,43,,2,50.21655,54.888886,655
Михайловская курганная группа,"Михайловский, посёлок Октябрьского района, левый берег речки Камышлинка, левого притока р. Б. Черемшан. В 0,8 км к юго-востоку от посёлка в поле ТАЭ в 1965 г. обнаружено 4 кургана. Первый курган имеет высоту 0,97 м и диаметр 30 м., второй курган расположен в 0,9 км к востоку от первого и имеет высоту 1,4 м при диаметре 50 м. А в 0,4 км к северо-северо-востоку от второго кургана отмечен курган № 3 высотой 1 м и диаметром 36 м. В 0,2 км от первого кургана расположен четвёртый курган диаметром 36 м и высотой 1 м.",5,43,,5,50.837922,54.522842,656
Михайловское местонахождение,"Михайловский, посёлок. В 1 км к северо-западу от посёлка на краю надлуговой террасы ТАЭ в 1965 г. собрана срубная керамика.",5,43,,3,50.804369,54.542044,657
Муллинские находки I,"Старое Муллино, деревня. Из деревни в коллекции В. И. Заусайлова имеется вислообушный топор с удлиненной втулкой, в ГИМе — плоское широкое тесло, отлитое из мышьяковистой меди.",5,43,40,3,50.173231,54.93215,658
Наримановский курган,"Нариманово, деревня. В 1,8 км к северо-востоку от северо-восточного конца деревни на краю надлуговой террасы ТАЭ в 1964 г. на площади 30Х30 м собрана срубная керамика.",5,43,,5,50.289067,54.789258,659
Наримановское местонахождение II,"Нариманово, деревня. В 150 м к северу от Наримановского поселения III на мысу, образованном левым берегом суходола и берегом речки Нариманка, ТАЭ в 1964 г собрано несколько фрагментов срубной керамики.",5,43,,3,50.278536,54.793047,660
Наримановское местонахождение III,"Нариманово, деревня. В 1,8 км к северо-востоку от северо-восточного конца деревни на краю надлуговой террасы ТАЭ в 1964 г. на площади 30Х30 м собрана срубная керамика.",5,43,,3,50.288669,54.795364,661
Наримановское поселение I,"Нариманово, деревня Октябрьского района, правый берег р. Нариманка, правого притока р. Марасы. В 0,8 км к северо-востоку от деревни на краю надлуговой террасы на площади 60Х40 метров ТАЭ в 1964 г. собрана лепная керамика без орнамента.",5,43,,2,50.271814,54.785647,662
Наримановское поселение II,"Нариманово, деревня. В 1 км к северо-востоку от северного конца деревни на краю надлуговой террасы на площади 100Х40 м ТАЭ в 1964 г. собрана лепная керамика с резным орнаментом.",5,43,,2,50.273275,54.788864,663
Наримановское поселение III,"Нариманово, деревня В 1,5 км к северо-востоку от деревни на мысу надлуговой террасы ТАЭ в 1964 г. на площади 100х30 м собрана лепная керамика с примесью дресвы в тесте и гребенчатой орнаментацией срубного типа.",5,43,,2,50.278508,54.791683,664
Наримановское поселение IV,"Нариманово, деревня. В 0,3 км к западу от Наримановского местонахождения 1 на краю надлуговой террасы ТАЭ в 1964 г. на площади 100Х200 м собрана лепная керамика с примесью шамота в тесте и грубой штриховой зачисткой и зубчатой орнаментацией срубного типа. Здесь же найдены фрагменты булгарской красного цвета гончарной керамики и обломок сфероконуса.",5,43,,2,50.260742,54.787675,665
Наримановское поселение V,"Нариманово, деревня. В 3 км к северо-северо востоку от северо-западного конца деревни на краю невысокой надлуговой террасы ТАЭ в 1964 г. на площади 150Х60 м собрана лепная керамика срубного типа с резным и гребенчатым орнаментом и примесью мелкой дресвы в тесте.",5,43,,2,50.288553,54.802025,666
Нижнеалькеевское местонахождение I,"Нижнее Алькеево, село, левый берег речки Атасу, правого притока реки Малый Черемшан. В 0,5 км к северо-востоку от села ТАЭ в 1965 г. найдена срубная и булгарская керамика.",5,43,,3,50.042964,54.794689,667
Нижнеалькеевское местонахождение II,"Нижнее Алькеево, село. В 0,6 км к востоку от северного края села между двумя руслами реки на дюне ТАЭ в 1965 г. найдена срубная керамика.",5,43,,3,50.048875,54.787622,668
Нижнеалькеевское поселение I,"Нижнее Алькеево, село правый берег реки Малый Черемшан. В 2.5 км к востоку-северо-востоку от села и в 2.2 км к юго-западу от деревни Русский Студенец ТАЭ в 1965 году обнаружено поселение площадью 40 000 кв. м. со слоем в 35 см и насыщенным материалом.",5,43,,2,50.075311,54.794442,669
Нижнеалькеевское поселение II,"Нижнее Алькеево, село. В 1.3 км к северо-востоку от села и в 0,2 км к северу от речки ТАЭ в 1965 г. выявлено поселение площадью 30 000 кв. м. Среди находок имеется обломок медного ножа.",5,43,,2,50.052567,54.786258,670
Нижнеалькеевское поселение III,"Нижнее Алькеево, село. В 1,7—1,8 км к востоку-северо-востоку от восточного края села ТАЭ в 1965 г. на низком мысу реки выявлено поселение площадью 48 600 кв. м.",5,43,,2,50.065442,54.787347,671
Нижнебаландинская стоянка,"Нижняя Баланда, деревня Аксубаевского района, левый берег р. М. Сульча. В 0,2 км к северо-востоку от деревни ТАЭ в 1964 году отмечено распространение керамики срубного облика.",5,43,,2,50.755144,54.801625,672
Нижнекачеевское местонахождение III,Нижнее Качеево. село. В 2 км к востоку-северо-востоку от села на оконечности мыса надлуговой террасы ТАЭ в 1956 г. найдена срубная керамика.,5,43,,3,50.030439,54.680542,673
Нижнекондратинская стоянка I,"Нижняя Кондрата, село. В 2 км к северо-востоку от села на краю надлуговой террасы экспедиция ГМТР в 1962 г. выявила стоянку со срубной керамикой.",5,43,,2,50.593075,55.074761,674
Нижнекондратинская стоянка II,"Нижняя Кондрата, село. В 0,15 км к северо-востоку от стоянки I расположена стоянка II со срубной керамикой.",5,43,,2,50.595736,55.077078,675
Нижнекондратинская стоянка III,"Нижняя Кондрата, село. В 0,2 км к северо-востоку от стоянки II выявлена стоянка III со срубной керамикой.",5,43,,2,50.597539,55.079883,676
Нижнекондратинская стоянка IV,"Нижняя Кондрата, село. В 2,6 км к северо-востоку от села экспедиция ГМТР в 1962 г. выявила стоянку со срубной керамикой.",5,43,,2,50.603031,55.086825,677
Нижнесаврушинское местонахождение I,"Нижние Савруши, деревня. В мысовой части территории селища I ТАЭ в 1964 г. обнаружена срубная керамика.",5,43,,3,50.644117,55.061628,678
Нижнетатмайнская стоянка I,"Нижняя Татарская Майна, село Алексеевского района, правый берег р. М. Черемшан. В 0,5 км к северо-западу от села на краю надлуговой террасы экспедиция ГМТР в 1962 г. на площади 30Х40 м собрала срубную керамику.",5,43,,2,50.515697,55.045844,679
Нижнетатмайнское местонахождение V,"Нижняя Татарская Майна, деревня Алексеевского района, левый берег р. М. Черемшан. В 2,1 км к западу-юго-западу от деревни ТАЭ в 1964 г. на краю надлуговой террасы обнаружены фрагменты лепной керамики с примесью дресвы в тесте, без орнамента.",5,43,,3,50.481389,55.027606,680
Нижнетатмайнское местонахождение VI,"Нижняя Татарская Майна, деревня. На огороде жительницы Гарифуллиной ТАЭ в 1964 г. обнаружены фрагменты срубной керамики.",5,43,,3,50.516094,55.035014,681
Нижнечегодайское местонахождение I,"Нижняя Чегодайка, село Черемшанского района, правый берег р. Б. Черемшан. В 0,4 км к югу от села на краю надлуговой террасы ТАЭ в 1965 г. на площади 30Х30 м собрана срубная керамика.",5,43,,3,51.563386,54.629403,682
Николаев-Баранские находки I,"Николаевский Баран, село. Из села происходит каменный пест.",5,100000000000011,,3,50.322186,54.996786,683
Николаевское местонахождение IV,"Николаевка, посёлок. В 0,6 км к юго-востоку от посёлка ТАЭ в 1964 г. найдена срубная керамика.",5,43,,3,50.562753,55.298642,684
Новоалпаровское местонахождение II,"Новое Алпарово, деревня. В 0,4 км к северо-западу от деревни на склоне пологой надлуговой террасы ТАЭ в 1965 г. на площади 30Х50 м собрана срубная керамика.",5,43,,3,50.162816,54.869947,685
Новоалпаровское поселение,"Новое Алпарово, деревня Алькеевского района, правый берег р. М. Черемшан. В 0,55—0,6 км к северо-западу от южного конца деревни на краю надлуговой террасы ТАЭ в 1965 г. выявлено поселение площадью 14000 кв. м.",5,43,,2,50.148533,54.870072,686
Новоалпаровское селище I,"Новое Алпарово, деревня Алькеевского района, левый берег р. М. Черемшан. В 0,3 км к востоку от деревни ТАЭ в 1964 г. на восточном берегу пойменного озера выявлено поселение со срубной и булгарской керамикой, распространённой на площади 10 000 кв. м.",5,43,,2,50.167244,54.862614,687
Новоальметьевское местонахождение II,"Новое Альметьево, село. В 100 м к северу от кургана ТАЭ в 1964 г. найдено несколько фрагментов лепной керамики срубного облика.",5,43,,3,50.391844,54.794461,688
Новоальметьевское поселение I,"Новое Альметьево, село Октябрьского района, левый берег р. Мараса. В 0,75 км к югу от ферм села на площади 150Х40 м ТАЭ в 1964 г. собрана лепная толстостенная керамика без орнамента и примесью дресвы в тесте.",5,43,,2,50.379514,54.771194,689
Новоальметьевское поселение II,"Новое Альметьево, село. В 1,7 км к югу от южного конца села на мысу надлуговой террасы в устье заболоченного оврага на площади 200Х80 м ТАЭ в 1964 г. собрана лепная керамика с примесью дресвы, резным и клиновидным орнаментом.",5,43,,2,50.380803,54.767036,690
Новоальметьевское поселение III,"Новое Альметьево, село. В 2 км к юго-востоку от южного конца села и в 1,3 км к северо-западу от посёлка «Яшь-Коч» на левом берегу заболоченного суходола ТАЭ в 1964 г. на площади 100Х30 м собрана лепная керамика без орнамента, с примесью дресвы в тесте.",5,43,,2,50.385608,54.758169,691
Новоальметьевское поселение IV,"Новое Альметьево, село. В 3,5 км к северо-востоку от северного конца села на краю надлуговой террасы правого берега суходола ТАЭ в 1964 г. на площади 100Х80 м собрана лепная толстостенная керамика без орнамента, с грубой штриховой зачисткой и примесью дресвы в тесте.",5,43,,2,50.410011,54.813042,692
Новоальметьевское поселение V,"Новое Альметьево, село. В 1,5 км к востоку от ферм села на правом берегу заболоченного оврага ТАЭ в 1964 г. на площади 100Х30 м собрана лепная неорнаментированная керамика с грубой штриховой зачисткой поверхности и примесью мелкой дресвы в тесте.",5,43,,2,50.418422,54.789442,693
Новоальметьевское селище II,"Новое Альметьево, село. В 1,5 км к северо-востоку от села ТАЭ в 1964 г обнаружено селище, занимающее площадь 250Х150 м. Преобладающий материал — булгарская керамика, редко - фрагменты срубной керамики.",5,43,,2,50.390972,54.790231,694
Новоамзинская курганная группа II,"Новая Амзя, село. В 1,2—1,4 км к югу от юго-западного конца села и в 0,9 км к северу от леса ТАЭ в 1964 г. обнаружена курганная группа из 3 курганов. Курган № 1 имел высоту 1,2 м, диаметр его 40—45 м. В 40 м к северо-востоку от кургана № 1 располагался курган № 2 диаметром 40 м и высотой 1,3 м. Курган № 3, расположенный в 35 м к северо-востоку от кургана № 2, имел высоту 0,6 м и диаметр 20 см. Курганы у села известны в источниках XIX в.",5,43,,5,50.436683,54.812331,695
Новоамзинский  курган,"Новая Амзя, село. В 3 км к юго-юго-востоку от села на мысу и в 100 м к северо-западу от устья безымянного левого притока ТАЭ в 1964 г. обнаружен курган. Курган сильно распахан и деформирован просёлочной дорогой, проходящей по его вершине. Высота его 0,5 м, диаметр 20—30 м.",5,43,,5,50.457456,54.805014,696
Новоамзинское местонахождение V,"Новая Амзя, село. В 2,3 км к юго-западу от села на левом берегу суходола ТАЭ в 1964 г. на пашне на площади 30Х20 м собрана лепная толстостенная керамика без орнамента, с примесью дресвы в тесте.",5,43,,3,50.419408,54.806378,697
Новоамзинское поселение I,"Новая Амзя, село. В 4,5 км к югу от села в верховьях речки Гирей на мысу ТАЭ в 1964 г. на площади 100Х30 м собрана лепная керамика с резным орнаментом и примесью дресвы в тесте.",5,43,,2,50.467106,54.801531,698
Новоамзинское поселение II,"Новая Амзя, село. В 0,3 км к югу от Новоамзинского поселения I на мысу надлуговой террасы ТАЭ в 1964 г. на площади 100Х30 м собрана лепная керамика с резным и крупнозубчатым орнаментом срубного типа.",5,43,,2,50.467622,54.798958,699
Новоамзинское поселение III,"Новая Амзя, село. В 0,4 км к югу от Новоамзинского поселения II на краю надлуговой террасы ТАЭ в 1964 году на площади 50Х40 м собрана лепная керамика с резным и гребенчатым орнаментом, штриховой зачисткой поверхности и примесью мелкого шамота в тесте. Здесь же отмечена гончарная булгарская керамика.",5,43,,2,50.469767,54.796533,700
Новоамзинское поселение IV,"Новая Амзя, село. В 200 м к юго-востоку от кургана на левом берегу безымянного левого притока Гирея ТАЭ в 1964 г, собрана лепная толстостенная, хорошо заглаженная с обеих сторон керамика с примесью мелкой дресвы или шамота в тесте, без орнамента. Поверхность мыса задернована и определить площадь поселения не представляется возможным. В шурфе, заложенном в центре мыса, выявлен слой в 25—30 см.",5,43,,2,50.459811,54.804203,701
Новоамзинское поселение V,"Новая Амзя, село. В 3,8 км к юго-юго-востоку от села в 0,5 км к югу от Новоамзинского поселения III на краю террасы на площади 150Х30 м ТАЭ в 1964 году собрана лепная толстостенная керамика с примесью дресвы в тесте и резным орнаментом.",5,43,,2,50.470453,54.79495,702
Новоамзинское поселение VI,"Новая Амзя, село, правый берег речки Амзинка, правого притока реки Гирей. В 0,3 км к северо-востоку от кладбища села на мысу на пашне ТАЭ в 1964 г. на площади 100Х30 м собрана лепная толстостенная керамика с резным орнаментом и примесью дресвы в тесте.",5,43,,2,50.445256,54.833203,703
Новоамзинское селище II,"Новая Амзя, село. К северу от западного конца села ТАЭ в 1964 г. выявлено селище площадью 120 000 кв. м. Кроме основного булгарского материала обнаружены фрагменты и срубной керамики.",5,43,,2,50.435717,54.831478,704
Новоамзинское селище VI,"Новая Амзя, село Октябрьского района, левый берег речки Гирей, правого притока р. Мараса. К западу от села ТАЭ в 1964 году выявлено селище с обширной площадью (300Х600 м), в подъёмном материале которого, кроме булгарской, отмечена срубная керамика Среди булгарской есть и ранняя.",5,43,,2,50.434233,54.825272,705
Новокутушское селище I,"Новый Кутуш, деревня Черемшанского района, левый берег р. Б. Сульча. В 0,5 км к востоку от села на краю надлуговой террасы ТАЭ в 1965 г. на площади 30Х40 м собрана срубная керамика.",5,43,,2,51.174386,54.709256,706
Новотатадамское селище I,"Новый Татарский Адам, село. В 4 км к северо-северо-западу от села на берегу реки ТАЭ в 1964 г. обнаружено селище площадью 15000 кв. м и слоем в 40 см.",5,43,,2,50.615231,55.048522,707
Новотатадмское местонахождение IV,"Новый Татарский Адам, село. На краю селища II недалеко от впадения речки Адамка в реку М. Черемшан найдена в слое срубная керамика.",5,43,,3,50.600133,55.041883,708
Новоузеевская стоянка I,"Новое Узеево, село. В центральной части села на краю надлуговой террасы ТАЭ в 1963 г. на площади 50х20 м собрана срубная керамика. В обрыве прослежен культурный слой толщиной 45—50 см.",5,43,,2,50.919028,54.709661,709
Новоузеевская стоянка II,"Новое Узеево, село. В 0,2 км к западу от северо-западной окраины села на краю надлуговой террасы ТАЭ в 1963 г. на площади 55Х40 м собрана срубная керамика с резным, зубчатым и клиновидным орнаментом.",5,43,,2,50.906756,54.709983,710
Новоузеевская стоянка III,"Новое Узеево, село. В 0,3—0,4 км к западу от села на мысу надлуговой террасы ТАЭ в 1963 г. на площади 40Х30 м собрана срубная керамика.",5,43,,2,50.903581,54.705917,711
Новоузеевское местонахождение,"Новое Узеево, село. В 0,7 км к юго-западу от Новоузеевской стоянки II  на краю надлуговой террасы ТАЭ в 1963 г. собрана лепная керамика, неорнаментированная с примесью шамота в тесте.",5,43,,3,50.912628,54.695069,712
Новочувадамское местонахождение III,"Новый Чувашский Адам, деревня. В 0,6 км к юго-востоку от деревни ТАЭ в 1964 г. найдена срубная керамика.",5,43,,3,50.577156,54.973517,713
Покровская стоянка I,"Покровка, деревня. В 1—1,2 км к северо-востоку от села на мысу надлуговой террассы ТАЭ в 1963 г- на площади 250 X 120 м собрана срубная, именьковская и гончарная булгарская керамика Отмечен культурный слой толщиной 55—60 см.",5,43,,2,50.849689,54.710908,714
Покровская стоянка II,"Покровка, деревня. В 0,5 км к северо-востоку от северного конца деревни на пологом мысу ТАЭ в 1963 году собрана на площади 120 X 80 м срубная керамика, в том числе с клиновидным орнаментом.",5,43,,2,50.847567,54.709569,715
Покровская стоянка III,"Покровка, деревня. В 0,1—0,15 км к северу от западного края села на пологом низком мысу ТАЭ в 1963 г. выявила стоянку. На площади 200 X 40 м собрана срубная, именьковская и гончарная керамика.",5,43,,2,50.833708,54.708844,716
Русско-Елтанское поселение,"Русский Елтан, деревня. В 0,8 км к востоку от деревни, на краю надлуговой террасы ТАЭ в 1964 г. на площади 100Х60 м собрана срубная керамика.",5,43,,2,50.831217,55.131322,717
Русско-Студенцкая стоянка,"Русский Студенец, деревня Алькеевского района, левый берег р. М. Черемшан. В 0,5 км к востоку от северной части деревни на мысу надлуговой террасы на площади 50Х20 м собрана ТАЭ в 1964 г. лепная срубная керамика.",5,43,,2,50.107786,54.81325,718
Русско-Чебоксарское местонахождение I,"Русская Чебоксарка, село. На мысовой части селища I обнаружена срубная керамика.",5,43,,3,50.904303,55.066258,719
Русско-Чебоксарское местонахождение IX,"Русская Чебоксарка, село. В 2,5—2,6 км к юго-востоку от села ТАЭ в 1964 г. найдена срубная керамика",5,43,,3,50.966381,55.0356,720
Русско-Чебоксарское местонахождение VIII,"Русская Чебоксарка, село. В мысовой части селища V обнаружена срубная керамика.",5,43,,3,50.90905,55.063636,721
Русско-Чебоксарское местонахождение X,"Русская Чебоксарка, село. В мысовой части местонахождения VI найдена срубная керамика.",5,43,,3,50.957025,55.040036,722
Русско-Чебоксарское местонахождение XI,"Русская Чебоксарка, село. В мысовой части селища IV найдена срубная керамика.",5,43,,3,50.893253,55.038361,723
Русско-Чебоксарское местонахождение XII,"Русская Чебоксарка, село. На месте местонахождения II собрана срубная керамика.",5,43,,3,50.943831,55.042825,724
Русско-Чебоксарское местонахождение XIII,"Русская Чебоксарка, село. В 0,6 км к юго-юго-западу от поселения VI на краю надлуговой террасы ТАЭ в 1964 г. на площади 30Х30 м собрана лепная керамика без орнамента.",5,43,,3,50.907756,55.045869,725
Савгачевское поселение,"Савгачево, деревня. В 0,5 км к юго-востоку от деревни на краю правого берега сухого оврага на площади 140Х70 м ТАЭ в 1964 г. собрана срубная керамика с резным орнаментом и примесью мелкого шамота в тесте. В обнажениях зафиксирован культурный слой в 40—45 см.",5,43,,2,50.777944,54.991975,726
Савгаческое местонахождение I,"Савгачево, деревня. На южной окраине деревни напротив Савгачевского городища в обнажениях берега ТАЭ в 1964 г. на площади 30Х10 м собрана срубная керамика.",5,43,,3,50.770347,54.994219,727
Садиковское местонахождение,"Садиково, деревня. В 1,5 км к западу от южного конца деревни ТАЭ в 1965 г. обнаружила срубную керамику.",5,43,,3,50.077139,54.767211,728
Садиковское поселение I,"Садиково, деревня. В 250 км к северу от деревни на мысу надлуговой террасы на площади 100Х30 м ТАЭ в 1964 г. собрана лепная неорнаментированная керамика с примесью мелкой дресвы в тесте и следами грубой штриховой зачистки по внутренней стороне.",5,43,,2,50.099883,54.773722,729
Садиковское поселение II,"Садиково, деревня Алькеевского района, левый берег р. М. Черемшан. В 0,2 км к югу от деревни на краю надлуговой террасы в 1964 г. на площади 60Х30 м собрана лепная керамика без орнамента с грубой штриховой зачисткой и примесью дресвы в тесте.",5,43,,2,50.101514,54.764636,730
"Святой Ключ, курган","Билярск, село. Севернее «Святилища» в 0,07—0,08 км перед опушкой располагается 3—4 сильно распаханных всхолмления (диаметры 30—40 м, при высоте до 0,8 м), одно из которых было исследовано М. Г. Худяковым в 1915 г., когда была найдена срубная керамика.",5,43,,5,50.337494,55.012125,731
