name,addr,dat,x,y,status,id
Старокрасноборское селище I,"Республика Татарстан, Мензелинский район, б. с. Старый Красный Бор, 0, 1 км к северо-северо-востоку",III в. до н.э. - III в. н.э. ,55.842272223,53.202444441,1,1488
Старокрасноборское селище II,"Республика Татарстан, Мензелинский район, б. с. Старый Красный Бор, 0, 1 км к северо-востоку",III в. до н.э. - III в. н.э. ,55.840633334,53.206736109,1,1489
Старо-Кулькашское селище,"Республика Татарстан, Апастовский район, д. Старый Кулькаш, 0, 3-0, 4 км к юго-западу",X-XIII вв. н.э. ,55.164694444,48.44334722,1,1490
Старо-Масринский надгробный камень,"Республика Татарстан, Арский район, с. Ст. Масра, южная окраина",XV-XVI вв. н.э. ,56.120530557,50.072886108,1,1491
Старо-Масринское кладбище,"Республика Татарстан, Арский район, с. Ст. Масра, к северо-востоку",XV-XVI вв. н.э. ,56.129388889,50.073891665,1,1492
Староматвеевская стоянка I,"Республика Татарстан, Мензелинский район, с. Старая Матвеевка, 1, 5 км к юго-юго-западу",II тыс. до н.э. ,55.526688889,53.248630553,1,1493
Староматвеевская стоянка II,"Республика Татарстан, Мензелинский район, с. Старая Матвеевка, 2 км к юго-юго-западу",II тыс. до н.э. ,55.51983889,53.250519441,1,1494
Старо-Маткское селище I,"Республика Татарстан, Алькеевский район, с. Старые Матаки, 1 км к северо-северо-востоку",X-XIV вв. н.э. ,54.877066667,49.857897219,1,1495
Старо-Маткское селище II,"Республика Татарстан, Алькеевский район, с. Старые Матаки, северная окраина",X-XIII вв. н.э. ,54.875261112,49.84609722,1,1496
Старомокшинская стоянка,"Республика Татарстан, Аксубаевский район, с. Ст. Мокшино, 0, 1 км к северу",II тыс. до н.э. ,54.713205556,50.814836109,1,1497
Старомокшинское городище,"Республика Татарстан, Аксубаевский район, с. Ст. Мокшино, 1, 2-1, 3 км к северу",V-VII вв. н.э. ,54.72785,50.806424998,1,1498
Старомокшинское поселение I,"Республика Татарстан, Аксубаевский район, с. Ст. Мокшино, 0, 8-1 км к северу",II тыс. до н.э. ,54.716925001,50.817088887,1,1499
Старомокшинское селище I,"Республика Татарстан, Аксубаевский район, с. Ст. Мокшино, 0, 8 км к северу",V-VII вв. н.э. ,54.724291667,50.802241664,1,1500
Старомокшинское селище II,"Республика Татарстан, Аксубаевский район, с. Ст. Мокшино, 1 км к северу",X-XIII вв. н.э. ,54.717261112,50.81728333,1,1501
Старомокшинское селище III,"Республика Татарстан, Аксубаевский район, к северу от Старомокшинского селища I через ложбину",V-VII вв. н.э. ,54.72508889,50.803355554,1,1502
Старомуллинский могильник,"Республика Татарстан, Алексеевский район, с. Стар. Муллино, 1, 4 км к юго-востоку",X-XIV вв. н.э. ,54.916713889,50.199902776,1,1503
Старомуллинское селище,"Республика Татарстан, Алексеевский район, с. Стар. Муллино, 1, 4 км к юго-востоку",X-XIII вв. н.э. ,54.917083333,50.199044442,1,1504
Старонохратское селище I,"Республика Татарстан, Алькеевский район, с. Старые Нохраты, 1 км к юго-востоку",X-XIII вв. н.э. ,54.908997222,49.845911109,1,1505
Старонохратское селище II,"Республика Татарстан, Алькеевский район, с. Старые Нохраты, 1 км к востоку",X-XIII вв. н.э. ,54.917725001,49.852347219,1,1506
Старонохратское селище III,"Республика Татарстан, Алькеевский район, с. Старые Нохраты, 1, 5 км к северо-северо-востоку",X-XIII вв. н.э. ,54.922497223,49.857111109,1,1507
Старопальчиковская стоянка,"Республика Татарстан, Заинский район, д. Старое Пальчиково, северо-западная окраина",XV-XII вв. до н.э. ,55.389408334,51.891691664,1,1508
Старопальчиковское городище,"Республика Татарстан, Заинский район, д. Старое Пальчиково, 0, 8 км к северу",VI-VII вв. н.э. ,55.403500001,51.893216664,1,1509
Старопальчиковское селище I,"Республика Татарстан, Заинский район, д. Старое Пальчиково, 0, 7 км к востоку",VI-VII вв. н.э. ,55.388694444,51.917072218,1,1510
Старопальчиковское селище II,"Республика Татарстан, Заинский район, д. Старое Пальчиково, 2 км к юго-востоку",VI-VII вв. н.э. ,55.388183334,51.930924997,1,1511
Старопобедиловская стоянка I,"Республика Татарстан, г. Казань, Приволжский район, пос. Ст. Победилово, 0, 5 км к северо-востоку, на краю излучины надлуговой террасы лев. бер. р. Волги",2-я пол. II тыс. до н.э. ,55.706783334,49.060966665,1,1512
Старопобедиловская стоянка II,"Республика Татарстан, г. Казань, Приволжский район, пос. Ст. Победилово, 1 км к западу, на северном мысу останца надлуговой террасы лев. бер. р. Волги",2-я пол. I тыс. до н.э. ,55.699577778,49.060624998,1,1513
Старопобедиловская стоянка III,"Республика Татарстан, г. Казань, Приволжский район, пос. Ст. Победилово, 1 км к северо-западу, на останце надлуговой террасы лев. бер. р. Волги",2-я пол. I тыс. до н.э. ,55.702963889,49.064916665,1,1514
Старопобедиловская стоянка IV,"Республика Татарстан, г. Казань, Приволжский район, пос. Ст. Победилово, к юго-востоку",XIII-IX вв. до н.э. ,55.69623889,49.082597221,1,1515
Старорусско-альметьевское селище,"Республика Татарстан, Нурлатский район, д. Ст. Альметьево, южная окраина",X-XIII вв. н.э. ,54.776852778,50.363099998,1,1516
Старорусско-амзинское поселение I,"Республика Татарстан, Нурлатский район, с. Ст. Рус. Амзя, 0, 8 км к востоку",3-я четв. II тыс. до н.э. ,54.824969444,50.424802775,1,1517
Старорусско-амзинское селище I,"Республика Татарстан, Нурлатский район, с. Ст. Рус. Амзя, 0, 7 км к северу от северо-восточного конца",X-XIII вв. н.э. ,54.835655556,50.411908331,1,1518
Старорусско-амзинское селище II,"Республика Татарстан, Нурлатский район, с. Ст. Рус. Амзя, 2 км к северо-востоку",X-XIII вв. н.э. ,54.840202779,50.414741665,1,1519
Старорусско-амзинское селище III,"Республика Татарстан, Нурлатский район, с. Ст. Рус. Амзя, 1, 2 км к северо-востоку",3-я четв. II тыс. до н.э.; Х-ХIII вв. н.э. ,54.842030556,50.416972219,1,1520
Старорусско-амзинское селище IV,"Республика Татарстан, Нурлатский район, с. Ст. Рус. Амзя, 2, 6 км к северо-востоку",X-XIII вв. н.э. ,54.843908333,50.419288887,1,1521
Старорусско-амзинское селище V,"Республика Татарстан, Нурлатский район, с. Ст. Рус. Амзя, 0, 2 км к северо-западу",X-XIII вв. н.э. ,54.83155,50.403669442,1,1522
Старосаврушинское кладбище с надгробием,"Республика Татарстан, Аксубаевский район, с. Ст. Савруши, северо-западная окраина, у шоссейной дороги",XIV в. н.э. ,54.999019444,50.718849997,1,1523
Старосаврушинское поселение I,"Республика Татарстан, Аксубаевский район, с. Ст. Савруши, 0, 7 км к юго-востоку",не определена,54.989666667,50.738674997,1,1524
Старосаврушинское селище,"Республика Татарстан, Аксубаевский район, с. Ст. Савруши, 0, 5 км к югу",X-XIII вв. н.э. ,54.994269444,50.714086108,1,1525
Старосалманское кладбище и селище,"Республика Татарстан, Алькеевский район, с. Старые Салманы, 4-5 км к югу",XIII-XIV вв. н.э. ,54.885913889,49.742138887,1,1526
Старосеилищенское кладбище,"Республика Татарстан, Елабужский район, пос. Луговой, к востоку",XV-XVI вв. н.э. ,55.711272501,52.157538613,1,1527
Старосеилищенское местонахождение,"Республика Татарстан, Елабужский район, пос. Луговой, к востоку",XV-XVI вв. н.э. ,55.707697223,52.162238885,1,1528
Старосемиостровская стоянка I,"Республика Татарстан, Актанышский район, б. с. Старое Семиострово, 2, 8 км к югу",II тыс. до н.э. ,55.825186112,53.673961109,1,1529
Старосемиостровская стоянка II,"Республика Татарстан, Актанышский район, б. с. Старое Семиострово, 0, 3 км к востоку",II тыс. до н.э. ,55.84913889,53.680227775,1,1530
Старосемиостровский могильник,"Республика Татарстан, Актанышский район, б. с. Старое Семиострово, 0, 8 км к юго-востоку",II тыс. до н.э. ,55.846633334,53.678338886,1,1531
Старосемиостровское поселение (Баскуль),"Республика Татарстан, Актанышский район, с. Тат. Ямалы, 0, 8 км к северо-западу, б. с. Старое Семиострово 2 км к юго-востоку",VIII-III тыс. до н.э.; III в. до н.э. -III в. н.э.; Х-ХII вв. н.э. ,55.835838889,53.72820833,1,1532
Старосемиостровское селище,"Республика Татарстан, Актанышский район, б. с. Старое Семиострово, 2, 5 км к югу",III в. до н.э. - III в. н.э. ,55.829330557,53.675677776,1,1533
Старо-Студенецкие курганы,"Республика Татарстан, Буинский район, с. Старый Студенец, 0, 8 км к югу",не определена,54.837413889,48.109044442,1,1534
Старо-Студенецкое поселение,"Республика Татарстан, Буинский район, с. Старый Студенец, 0, 6 км к юго-западу",II тыс. до н.э. ,54.847683333,48.145677776,1,1535
Старотатадамское городище,"Республика Татарстан, Аксубаевский район, с. Ст. Тат. Адам, южная окраина",X-XIII вв. н.э. ,55.000369444,50.595024997,1,1536
Старотатадамское селище 1,"Республика Татарстан, Аксубаевский район, между с. Ст. Тат. Адам и городищем",X-XIII вв. н.э. ,55.005836111,50.601811109,1,1537
Старотатадамское селище II,"Республика Татарстан, Аксубаевский район, с. Ст. Тат. Адам, 1 км к юго-западу",X-XIII вв. н.э. ,55.003591667,50.599580553,1,1538
Старотатамзинская курганная группа,"Республика Татарстан, Нурлатский район, с. Ст. Тат. Амзя, 3 км к северо-западу",3-я четв. II тыс. до н.э. ,54.845083333,50.36398333,1,1539
Старотатамзинский курган I,"Республика Татарстан, Нурлатский район, с. Ст. Тат. Амзя, 2, 2 км к северо-северо-западу",не определена,54.835097223,50.386041665,1,1540
Старотатамзинский курган II,"Республика Татарстан, Нурлатский район, с. Ст. Тат. Амзя, 1, 5 км к северо-западу",не определена,54.831883333,50.39093333,1,1541
Старотатамзинское поселение,"Республика Татарстан, Нурлатский район, с. Ст. Тат. Амзя, 1, 5 км к юго-западу",VI-VII вв. н.э.; X-XIII вв. н.э. ,54.821847223,50.397027775,1,1542
Старотатамзинское селище I,"Республика Татарстан, Нурлатский район, с. Ст. Тат. Амзя, 1, 2 км к северо-западу",X-XIII вв. н.э. ,54.815436112,50.400527776,1,1543
Старотатамзинское селище II,"Республика Татарстан, Нурлатский район, с. Ст Тат. Амзя, 1, 7 км к северо-северо-западу",X-XIII вв. н.э. ,54.83295,50.395136108,1,1544
Старотатамзинское селище III,"Республика Татарстан, Нурлатский район, с. Ст. Тат. Амзя, 0, 3 км к востоку",3-я четв. II тыс. до н.э.; Х-ХIII вв. н.э. ,54.826219444,50.405824997,1,1545
Старотимошкинская стоянка I,"Республика Татарстан, Аксубаевский район, с. Ст. Тимошкино, 1 км к юго-западу",II тыс. до н.э. ,54.728041668,50.972549998,1,1546
Старотимошкинская стоянка II,"Республика Татарстан, Аксубаевский район, с. Ст. Тимошкино, 0, 6 км к западу",I тыс. до н.э. ,54.73393889,50.98293333,1,1547
Старотимошкинское поселение,"Республика Татарстан, Аксубаевский район, с. Ст. Тимошкино, 0, 15 км к северу",II тыс. до н.э. ,54.739044444,50.99709722,1,1548
Старотимошкинское селище I,"Республика Татарстан, Аксубаевский район, с. Ст. Тимошкино, 0, 8 км к западу",X-XIII вв. н.э. ,54.727894445,50.984480554,1,1549
Старотимошкинское селище II,"Республика Татарстан, Аксубаевский район, с. Ст. Тимошкино, 0, 6 км к западу",не определена,54.730172223,50.986111109,1,1550
Старо-Тинчалинское поселение,"Республика Татарстан, Буинский район, с. Старые Тинчали, 0, 5 км к западу от северо-западной окраины",II тыс. до н.э. ,54.836005556,48.173138886,1,1551
Старо-Тинчалинское селище I,"Республика Татарстан, Буинский район, с. Старые Тинчали, 0, 4 км к востоку-юго-востоку",X-XIII вв. н.э. ,54.836463889,48.177280554,1,1552
Старо-Тинчалинское селище II,"Республика Татарстан, Буинский район, с. Старые Тинчали, 0, 9 км к востоку-юго-востоку",X-XIII вв. н.э. ,55.035713889,48.348777776,1,1553
Старотябердинское кладбище,"Республика Татарстан, Кайбицкий район, с. Старое Тебярдино, 0, 2 км к северо-западу",XIII- XIV вв. н.э. ,55.347286111,47.702341666,1,1554
Старотябердинское поселение,"Республика Татарстан, Кайбицкий район, с. Старое ТебярдиноД4 км к северо-северо-востоку",II тыс. до н.э. ,55.346408334,47.73412222,1,1555
Старотябердинское селище,"Республика Татарстан, Кайбицкий район, с. Старое Тебярдино, 0, 4 км к северо-северо-востоку",V-I вв. до н.э. ,55.3442,47.733799998,1,1556
Староузеевская курганная группа,"Республика Татарстан, Аксубаевский район, с. Ст. Узеево, 0, 15 км к северу",II тыс. до н.э. ,54.703483334,50.889927775,1,1557
Староузеевское поселение,"Республика Татарстан, Аксубаевский район, с. Ст. Узеево, 0, 2 0, 3 км к северо-востоку от северо восточной окраины",II тыс. до н.э. ,54.700902778,50.892244442,1,1558
Староузеевское селище I,"Республика Татарстан, Аксубаевский район, с. Ст. Узеево, 1 км к западу",X-XIII вв. н.э. ,54.698647223,50.872419442,1,1559
Староузеевское селище II,"Республика Татарстан, Аксубаевский район, с. Ст. Узеево, 0, 3-0, 4 км к северу",X-XIII вв. н.э. ,54.701375,50.887824997,1,1560
Староузеевское селище III,"Республика Татарстан, Аксубаевский район, с. Ст. Узеево, 0, 3 км к северо-западу",V-VII вв. н.э. ,54.703319445,50.878322219,1,1561
Староузеевское селище IV,"Республика Татарстан, Аксубаевский район, с. Ст. Узеево, 0, 4 км к северу от северной окраины",V-VII вв. н.э. ,54.703219445,50.889436108,1,1562
Староузеевское селище V,"Республика Татарстан, Аксубаевский район, с. Ст. Узеево, 0, 8 км к северу",V-VII вв. н.э. ,54.708825,50.898922219,1,1563
Старофедоровская стоянка I,"Республика Татарстан, Алексеевский район, с. Мокрые Курнали, 1, 3 км к востоку",X-XIII вв. н.э. ,55.298427778,50.02095833,1,1564
Старофедоровская стоянка II,"Республика Татарстан, Алексеевский район, с. Мокрые Курнали, 1, 8 км к северо-востоку",XIII-XIV вв. н.э. ,55.294291667,50.005077775,1,1565
Старофедоровское селище I,"Республика Татарстан, Алексеевский район, с. Мокрые Курнали, 1, 8 км к северо-востоку",XIII-XIV вв. н.э. ,55.294197223,50.005769442,1,1566
Старочекмакская стоянка I,"Республика Татарстан, Муслюмовский район, д. Старый Чекмак, 1 км к югу",VI-IX вв. н.э. ,55.227627778,53.215066665,1,1567
Старочекмакская стоянка II,"Республика Татарстан, Муслюмовский район, д. Старый Чекмак, юго-западная часть",III тыс. до н.э. ,55.238100001,53.211033331,1,1568
Старочекмакский могильник I,"Республика Татарстан, Муслюмовский район, д. Старый Чекмак, восточная окраина",III в. до н.э. - III в. н.э. ,55.243494445,53.223391664,1,1569
Старочекмакский могильник II,"Республика Татарстан, Муслюмовский район, д. Старый Чекмак, 1, 5 км к юго-востоку от южной",II тыс. до н.э. ,55.228094444,53.234936109,1,1570
Старочекмакское селище I,"Республика Татарстан, Муслюмовский район, д. Старый Чекмак, 1, 5 км к юго-западу",III в. до н.э. - III в. н.э. ,55.232313889,53.19064722,1,1571
Старочекмакское селище II,"Республика Татарстан, Муслюмовский район, д. Старый Чекмак, 1 км к югу",III в. до н.э. - III в. н.э. ,55.237708334,53.210988886,1,1572
Старочелнинское селище I,"Республика Татарстан, Алькеевский район, с. Старые Челны, 0, 4 км к северо-северо-востоку",X-XIII вв. н.э. ,54.990083333,50.041199998,1,1573
Старочувадамское селище I,"Республика Татарстан, Аксубаевский район, с. Ст. Чув. Адам, 1, 4-1, 5 км к востоку",X-XIII вв. н.э. ,54.939205556,50.57718333,1,1574
Старочувадамское селище II,"Республика Татарстан, Аксубаевский район, с. Ст. Чув. Адам, 1км к востоку",X-XIII вв. н.э. ,54.943863889,50.518599997,1,1575
Старочувадамское селище III,"Республика Татарстан, Аксубаевский район, с. Ст. Чув. Адам, 0, 9км к юго-юго-востоку",X-XIII вв. н.э. ,54.930408334,50.53272222,1,1576
Старочувадамское селище IV,"Республика Татарстан, Аксубаевский район, с. Ст. Чув. Адам, 2 км к юг/",X-XIII вв. н.э. ,54.921908334,50.536327776,1,1577
Старочувадамское селище V,"Республика Татарстан, Аксубаевский район, с. Ст. Чув. Адам, 3 км к юго-юго-западу",X-XIII вв. н.э. ,54.913997222,50.550061108,1,1578
Старочутинская стоянка,"Республика Татарстан, Бавлинский район, д. Старые Чути, 2 км к северо-северо-востоку",II тыс. до н.э. ,54.480175001,53.43031944,1,1579
Старошаймурзинское местонахождение I,"Республика Татарстан, Дрожжановский район, с. Старое Шаймурзино, 0, 1-0, 15 км к северу",V-III вв. до н.э. ,54.757152779,47.956624999,1,1580
Старошаймурзинское местонахождение II,"Республика Татарстан, Дрожжановский район, с. Старое Шаймурзино, 0, 2-0, 3 км к северу",II тыс. до н.э. ,54.757152778,47.950444441,1,1581
Старошаймурзинское местонахождение III,"Республика Татарстан, Дрожжановский район, с. Старое Шаймурзино, 1-1, 5 км к северо-западу",XII-XIV вв. н.э. ,54.756855556,47.953191666,1,1582
Староямкинскинская курганная группа II,"Республика Татарстан, Алькеевский район, с. Старое Ямкино, 0, 9 км к западу",XVI-XV вв. до н.э. ,54.778527779,50.172502775,1,1583
Староямкинское поселение,"Республика Татарстан, Алькеевский район, с. Старое Ямкино, 1 км к северу",XVI-XV вв. до н.э.,54.777158333,50.186897219,1,1584
Староямкинское поселение I,"Республика Татарстан, Алькеевский район, с. Старое Ямкино, 2, 5 км к юго-встоку",XVI-XV вв. до н.э. ,54.741277778,50.210758331,1,1585
Староямкинское поселение II,"Республика Татарстан, Алькеевский район, с. Старое Ямкино, 2, 6 км к юго-востоку",XVI-XV вв. до н.э. ,54.740536111,50.212388887,1,1586
Староямкинское селище,"Республика Татарстан, Алькеевский район, с. Старое Ямкино, 1 км к северо-северо-западу",X-XIV вв. н.э. ,54.774783333,50.157544442,1,1587
Степановское селище IV,"Республика Татарстан, Буинский район, с. Степановка, 3, 5 км к северо-западу",VI-VII вв. н.э. ,55.012200001,48.370899998,1,1588
Степановское селище IX,"Республика Татарстан, Буинский район, с. Степановка, 1, 2 км к северо-западу",VI-VII вв. н.э. ,55.002619444,48.388249999,1,1589
Степановское селище V,"Республика Татарстан, Буинский район, с. Степановка, 0, 6-0, 7 км к востоку",VI-VII вв. н.э. ,55.0073,48.372299998,1,1590
Степановское селище VI,"Республика Татарстан, Буинский район, с. Степановка, 0, 25 км к северо-западу",VI-VII вв. н.э. ,55.0101,48.371299998,1,1591
Степановское селище VII,"Республика Татарстан, Буинский район, с. Степановка, 0, 6 км к северо-западу",VI-VII вв. н.э. ,55.007800001,48.373499999,1,1592
Степношенталинское селище I,"Республика Татарстан, Алексеевский район, с. Степная Шентала, 0, 8 км к северу",II тыс. до н.э. ,55.296708334,50.286569441,1,1593
Степношенталинское селище II,"Республика Татарстан, Алексеевский район, с. Степная Шентала, 0, 2 км к северо-востоку",X-XIII вв. н.э. ,55.293172222,50.286869442,1,1594
Степношенталинское селище III,"Республика Татарстан, Алексеевский район, с. Степная Шентала, 0, 1 |км к западу",XIII-XIV вв. н.э. ,55.282069445,50.267988886,1,1595
Степношенталинское селище IV,"Республика Татарстан, Алексеевский район, с. Степная Шентала, 0, 5 км к юго-юго-востоку",X-XIV вв. н.э. ,55.290891667,50.291469442,1,1596
Степношенталинское селище V,"Республика Татарстан, Алексеевский район, с. Степная Шентала, 0, 3 км к юго-западу",X-XIII вв. н.э. ,55.280494445,50.264044441,1,1597
Стоянка 'Лобач' II,"Республика Татарстан, Камско-Устьинский район, р. п. Камское Устье, 3 км к юго-юго-востоку",до X тыс. до н.э.; ,55.175494444,49.306374998,1,1598
Стоянка 'Лобач' VII,"Республика Татарстан, Камско-Устьинский район, р. п. Камское Устье, 1, 5 км к юго-востоку",VIII-VI тыс. до н.э. ,55.191777778,49.295861109,1,1599
Стоянка 'Троицкий лес' I,"Республика Татарстан, г. Казань, Ново-Савиновский район, 0, 3-0, 4 км к юго-западу от ""Троицкого леса"" на краю невысокой надлуговой террасы лев. бер. р. Казанки",кон. II тыс. до н.э. ,55.817277778,49.152158331,1,1600
Стоянка 'Троицкий лес' II,"Республика Татарстан, г. Казань, Ново-Савиновский район, 0, 4-0, 5 км к юго-западу от ""Троицкого леса"" на краю размытой надлуговой террасы лев. бер. р. Казанки",кон. II тыс. до н.э. ,55.815300001,49.15207222,1,1601
Стоянка Керменчук,"Республика Татарстан, Актанышский район, б. с. Тат. Азибей, 3, 4 км к северу",II тыс. до н.э. ,55.860897222,53.503655553,1,1602
Стоянка у бывшей нефтебазы,"Республика Татарстан, г. Казань, Приволжский район, на лев. бер. р. Волги, на восточной стороне острова к западу от быв. нефтебазы",IV-II тыс. до н.э. ,55.747872222,49.085780554,1,1603
Стоянка у элеватора,"Республика Татарстан, г. Казань, Речной порт, в 0, 2 м к югу от элеватора при входе в речной порт с лев. стороны на останце дюны надлуговой террасы лев. бер. Волги",нач. I тыс. до н.э. ,55.757916667,49.077005554,1,1604
Стоянки 'Дубки',"Республика Татарстан, г. Казань, на северо-западной окраине города, на опушке рощи ""Дубки"", недалеко от ст. Лагерная и пос. Аракчино Кировского р-на, на надлуговой террасе бер. Волги",II тыс. до. н.э.; X-IX вв. до н.э. ,55.798025,48.98812222,1,1605
Студенецкое селище,"Республика Татарстан, Верхнеуслонский район, д. Студенец, 0, 3 км к юго-юго-западу",VIII-VI вв. до н.э. ,55.724097222,48.961994442,1,1606
Сульская стоянка,"Республика Татарстан, Бугульминский район, д. Сула, 2 км к северо-западу",II тыс. до н.э. ,54.430236112,52.736166664,1,1607
Сульские курганы,"Республика Татарстан, Бугульминский район, д. Сула, 2 км к юго- ВОСТОКУ",II тыс. до н.э. ,54.401752779,52.780927776,1,1608
Сумская стоянка I,"Республика Татарстан, Зеленодольский район, р. п. Васильево, к западу",IV-II тыс. до н.э. ,55.837952778,48.695124997,1,1609
Сумская стоянка II,"Республика Татарстан, Зеленодольский район, р. п. Васильево, к западу",IV-II тыс. до н.э. ,55.837736111,48.699199997,1,1610
Сухокурналинский могильник,"Республика Татарстан, Алексеевский район, с. Сухие Курнали, восточная окраина",XIII-XIV вв. н.э. ,55.146494444,50.032055553,1,1611
Сухокурналинское селище,"Республика Татарстан, Алексеевский район, с. Сухие Курнали, 1, 5 км к западу-юго-западу",X-XIII вв. н.э. ,55.142180557,49.995922219,1,1612
Суык-Чишминские курганы,"Республика Татарстан, Бугульминский район, д. Суык-Чишма, 1 км к юго ВОСТОКУ",II тыс. до н.э. ,54.328550001,52.952744441,1,1613
Суюндуковская стоянка I,"Республика Татарстан, Азанкаевский район, с. Суюндук, северо-восточная окраина",II тыс. до н.э. ,54.939058333,53.488463886,1,1614
Суюндуковская стоянка II,"Республика Татарстан, Азанкаевский район, с. Суюндук, юго-восточная окраина",II тыс. до н.э. ,54.92851389,53.482911108,1,1615
Суюндуковский могильник,"Республика Татарстан, Азанкаевский район, с. Суюндук, юго-восточная окраина",не определена,54.929133334,53.476291664,1,1616
Сюкеевская стоянка,"Республика Татарстан, Камско-Устьинский район, с. Сюкеево, 3 км к юго-юго-востоку",III тыс. до н.э. ,55.075986111,49.043202775,1,1617
Сюкеевский могильник ('Чачлы-кул'),"Республика Татарстан, Камско-Устьинский район, с. Сюкеево, 3 км к юго-юго-востоку",III-V вв. н.э. ,55.076186111,49.045838887,1,1618
Сюкеевское ('Мазарки') селище,"Республика Татарстан, Камско-Устьинский район, с. Сюкеево, 1 км к северо востоку",VI-VII вв. до н.э. ,55.106533333,49.031319442,1,1619
Сюкеевское кладбище,"Республика Татарстан, Камско-Устьинский район, между селами Сюкеево и Мордовский Каратай",XIII-XIV вв. до н.э. ,55.118233333,49.043338887,1,1620
Сюкеевское селище I,"Республика Татарстан, Камско-Устьинский район, с. Сюкеево, 2 км к югу",VI-VII вв. до н.э.; XIII-XIV вв. н.э. ,55.088038889,49.013294442,1,1621
Сюкеевское селище II,"Республика Татарстан, Камско-Устьинский район, с. Сюкеево, 3 км к югу",XIII-XIV вв. до н.э. ,55.098227779,49.055574998,1,1622
Сюкеевское селище III,"Республика Татарстан, Камско-Устьинский район, с. Сюкеево, 3 км к югу",VIII-VI вв. до н.э. ,55.076833333,49.045333331,1,1623
Т атарско-Т югульбаевское городище (Кала-баш),"Республика Татарстан, Алькеевский район, с. Тат. Тюгульбаево, 4 км к юго-востоку",X-XIII вв. н.э. ,54.771541667,49.657802775,1,1624
Т юбяк-Чекурчинское местонахождение,"Республика Татарстан, Арский район, с. Тюбяк-Чекурча, верхняя часть села",X-XIV вв. н.э. ,56.083622222,49.919727776,1,1625
Табар-Черковское поселение,"Республика Татарстан, Апастовский район, с. Табар-Черки, 0, 3 км к северо-северо-западу",X-XIII вв. н.э. ,55.175541667,48.144933332,1,1626
Тавлинское кладбище,"Республика Татарстан, Зеленодольский район, с. Тавлино, 0, 4 км к северо-западу",XIII-XIV вв. н.э. ,55.657986111,48.265863887,1,1627
Тавлинское селище,"Республика Татарстан, Зеленодольский район, с. Тавлино, 0, 3 км к юго-востоку",XIII-XIV вв. н.э. ,55.6503,48.278699998,1,1628
Тагашурский могильник (Вуж-Шай),"Республика Татарстан, Балтасинский район, д. Тагашур, к юго-западу",кон. XVII - нач. XVIII вв. ,56.493927779,50.262663887,1,1629
Тагашурское местонахождение,"Республика Татарстан, Балтасинский район, д. Тагашур, к юго-западу",IV-II тыс. до н.э.; II тыс. до н.э.,56.496063889,50.247344442,1,1630
Тайсугановская стоянка,"Республика Татарстан, Альметьевский район, с. Тайсуганово, 2, 7 км к ЮГО-ЮГО-ВОСТОКУ",II тыс. до н.э. ,54.780008334,52.523163885,1,1631
Таковарский могильник,"Республика Татарстан, Буинский район, с. Таковары, западная окраина",X-XIII вв. н.э. ,54.740263889,48.102869442,1,1632
Таковарское селище,"Республика Татарстан, Буинский район, южная окраина средней части с. Таковары",X-XIII вв. н.э. ,54.737197222,48.120144443,1,1633
Такталачукский комплекс памятников,"Республика Татарстан, Актанышский район, с. Такталачук, 2 км к востоку, д. Уразаево, 0, 8 км к юго-западу",II тыс. до н.э.; III в. до н.э. -III в.н.э.; VI-XI вв.н.э.; XIII-XIV вв. н.э. ,55.750350001,53.914505552,1,1634
Такталачукский могильник на городище,"Республика Татарстан, Актанышский район, на терр. Такталачукского городища",II тыс. н.э. ,55.773336112,53.874766664,1,1635
Такталачукское городище,"Республика Татарстан, Актанышский район, с. Такталачук, северо-восточная окраина",III в. до н.э. - III в. н.э. ,55.77658889,53.880711107,1,1636
Такталачукское селище II,"Республика Татарстан, Актанышский район, с. Такталачук, 0, 5 км к северу",III в. до н.э. - III в. н.э. ,55.779758334,53.864294441,1,1637
Тамьянская стоянка I,"Республика Татарстан, Муслюмовский район, д. Тамьян, 2, 5 км к северо-востоку",3-я четв. II тыс. до н.э. ,55.384280557,53.103380553,1,1638
Тамьянская стоянка II,"Республика Татарстан, Муслюмовский район, д. Тамьян, 2, 8 км к северо-востоку",3-я четв. II тыс. до н.э. ,55.387061111,53.111705554,1,1639
Тамьянский могильник I,"Республика Татарстан, Муслюмовский район, д. Тамьян, 2, 5 км к северо-востоку",III в. до н.э. - III в. н.э. ,55.383752778,53.104066664,1,1640
Тамьянский могильник II,"Республика Татарстан, Муслюмовский район, 0, 06-0, 07 км к юго-востоку от центральной части Тамьянинской стоянки II",3-я четв. II тыс. до н.э. ,55.386391667,53.114452775,1,1641
Тамьянское селище I,"Республика Татарстан, Муслюмовский район, д. Тамьян, северная окраина",VI-VII вв. н.э. ,55.370155557,53.06998333,1,1642
Тамьянское селище II,"Республика Татарстан, Муслюмовский район, д. Тамьян, 2, 7 км к северо-востоку",III в. до н.э. - III в. н.э. ,55.385744445,53.108874997,1,1643
Танайский (Преображенский) могильник,"Республика Татарстан, Елабужский район, с. Танайка, недалеко от села",не определена,55.723044445,51.957841664,1,1644
Танайское городище,"Республика Татарстан, Елабужский район, с. Танайка, к северо-востоку",VIII-VI вв. до н.э. ,55.747266667,51.922002776,1,1645
